a,b,tau
4.177011656583324,-0.23826556609190533,0.5938061729219203
4.181897070964046,-0.2404492337808197,0.604751597475663
4.189538851803009,-0.24050704828303202,0.5946505070191516
4.14968509737189,-0.23991050591421217,0.601852937693274
4.1811560010085,-0.23797708992786257,0.5978920126678008
4.190597810567196,-0.23882837688699088,0.6001083823709189
4.206739190940293,-0.23919505020004403,0.5775294684035017
4.18958059928224,-0.24028587131415546,0.5839920841389652
4.187832081162539,-0.24034761653938921,0.6083056508024534
4.184465407083785,-0.23942926094560124,0.6079266086241402
4.18466088343344,-0.23913161581873724,0.6016131377866923
4.129853171598932,-0.23772190996407463,0.5898938080654197
4.1576641366902765,-0.23806238478733338,0.6113073156448544
4.140690456342682,-0.2373719773534102,0.6088745254060299
4.137438887540775,-0.23686789584244683,0.5941414975851823
4.199644324983511,-0.2393900787693073,0.6086737329429023
4.176479339536528,-0.23981799250380856,0.5935787938856749
4.152471783050927,-0.23889568873316513,0.5951507580921788
4.15252438315863,-0.2391962002377304,0.5912402973601157
4.173234290237171,-0.23793518849225792,0.6036966835320242
4.161850401934329,-0.23805422586225602,0.6080042795473076
4.17226099243796,-0.2373319879175277,0.6084296562414404
4.170914370292126,-0.2381713482015398,0.6116515403364982
4.163885217225525,-0.23868309212888833,0.6008793130574615
4.17603503320081,-0.23927284130341,0.5947234163691639
4.139265545393229,-0.23874912890553213,0.5953003373600051
4.171774162393555,-0.23906609202083973,0.5957467163478769
4.174401735452631,-0.2390547757614671,0.59029046338626
4.17668843404003,-0.24061196244840272,0.5893123148719218
4.200631240641801,-0.238898707686201,0.5879075812636448
4.138919539929351,-0.23873375645815276,0.5730412427139183
4.148750644113886,-0.23838096242332582,0.5748923557726783
4.133420839397759,-0.2364456507211593,0.6095648940520927
4.157279011298435,-0.23828079485866416,0.5909687560029883
4.156607496071352,-0.23805167701553645,0.5871171102385904
4.152672844832471,-0.23812741805182167,0.5915274985164769
4.156830333388118,-0.23864846111113525,0.5941769845274922
4.165618589121377,-0.23721806624206246,0.6034171553718645
4.1562437020317775,-0.2396063277606371,0.5948417534334516
4.201563897604609,-0.2385836002979173,0.5880001480685181
4.1521529379027875,-0.23985934155030184,0.5876825824813386
